"","EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6507,NA,NA,4284,NA,NA,NA,NA,4588,NA,2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7299,NA,NA,NA,NA,NA,NA,6815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
"221",3,2,4,3,3,2,3,3,3,4,3,3,5,3,2,4,4,3,3,2,1,5,1,4,1,4,1,4,4,3,5,4,4,2,3,2,5,2,4,5,4,2,5,2,3,2,4,3,5,3,6065,3552,2032,3208,2872,1784,2864,2989,1936,2440,3304,10641,2760,2658,3961,1568,2440,3848,1760,1736,1174,1440,4392,2255,2807,1688,3656,1848,3048,1696,4289,2735,2728,2455,3728,5071,2088,2192,1289,2136,1296,2512,3097,4959,3576,3097,2567,2383,2024,2783,"2016-03-03 05:44:53",1280,1024,8,147,5,1,"GB","51.2721","-1.0453"
"222",5,3,3,2,3,1,4,3,1,3,3,0,3,1,1,3,1,1,3,2,2,3,2,4,3,4,3,4,3,3,4,2,5,1,5,1,5,3,5,3,2,3,3,1,5,2,5,1,4,5,9239,4289,4335,4137,3958,3588,5601,4283,3539,3326,2453,0,2420,2939,3156,2727,4184,3585,4532,3472,7308,4353,5554,5649,3621,4201,4324,5676,3985,4364,6315,6996,3539,2388,4924,4794,4535,5023,2396,6042,4776,6475,3721,4037,3116,3467,2380,4772,3801,2605,"2016-03-03 05:45:14",360,640,19,213,16,3,"US","28.0222","-81.7329"
"223",1,5,2,5,1,5,1,4,1,5,1,3,2,1,1,2,4,4,2,5,4,1,3,2,3,4,4,2,4,4,2,5,5,5,4,1,1,2,1,4,5,1,4,2,3,1,4,4,5,5,10598,2400,5158,2569,1345,2326,2192,5156,3192,2477,4036,2848,3808,5227,4106,3698,3251,1844,1502,1826,3782,2588,1068,1222,2398,2304,4118,2406,1318,2331,2972,3118,3026,4735,33489,6194,2077,17602,2844,6956,1426,3900,2389,4533,1162,2812,2023,2512,2896,2240,"2016-03-03 05:46:21",1366,768,10,204,11,1,"PL","51.2036","18.8997"
"224",3,4,4,3,5,2,4,3,3,3,2,2,3,5,3,2,3,3,1,1,2,4,1,3,3,2,2,4,3,3,4,2,4,2,3,1,4,2,5,4,5,2,5,2,5,1,4,3,5,5,282227,15717,4687,13567,4868,17646,17619,985,11067,8032,6330,16834,6097,25123,15732,5983,15282,8484,6883,4165,9229,10284,5715,3883,12334,1070,5117,4071,17416,10332,9736,5582,7586,8416,39038,10634,4301,28933,1554,33640,10787,6467,8769,7180,4002,4067,14082,6966,4669,2701,"2016-03-03 05:48:35",375,667,5,787,16,1,"US","42.2668","-83.8562"
"225",4,4,3,3,3,3,2,3,3,4,4,2,4,4,4,3,4,3,4,3,5,4,1,4,2,3,3,3,5,5,4,3,3,2,3,3,4,2,5,3,3,4,3,3,3,4,3,2,5,3,7043,5904,3984,2720,2159,5064,15569,2504,3096,4769,3668,5216,2511,1198,2472,2408,4816,2272,2808,2382,2605,6926,2936,4528,5256,1784,2792,1888,4814,1912,3555,3177,3576,5272,1776,3280,1279,2512,3569,3456,2664,4376,2008,3178,2432,2182,2248,2304,2407,2928,"2016-03-03 05:48:42",1829,1029,61,177,12,2,"US","40.7421","-74.0018"
"226",1,2,3,2,1,2,1,3,3,5,4,2,4,4,3,3,3,3,4,4,2,3,2,4,2,4,2,3,3,3,4,4,4,3,2,4,3,2,2,4,4,3,4,2,4,2,4,4,5,4,385680,2976,13282,3448,2096,2815,3368,5288,4200,2152,2112,5023,3800,2303,2495,3800,1824,2424,3289,3679,3703,22769,3129,1792,7856,1601,3416,3855,4009,3681,1760,2737,1984,1985,6545,4864,2696,4345,2783,3489,1944,7257,1504,3609,3544,2376,6961,2160,5048,2952,"2016-03-03 05:49:54",1366,768,7,583,9,1,"HR","45.1667","15.5"
"227",4,2,2,1,3,3,1,1,3,3,2,3,5,2,5,5,4,4,5,5,3,3,1,5,2,5,3,4,5,3,2,3,5,5,3,3,5,3,1,3,3,5,5,1,5,1,3,1,4,3,10794,8352,5735,19335,44096,9375,8320,10929,13983,20047,13831,7177,6016,32967,11855,4583,7488,9231,7607,8000,8920,4368,4752,29600,7719,65752,7720,8576,4137,14512,4000,30799,15464,11585,15888,575012,34928,8008,8552,23239,624,87184,13512,10673,5857,5240,14190,16145,13265,6689,"2016-03-03 05:49:59",1280,720,4,1319,19,1,"NONE","NONE","NONE"
"228",3,2,4,3,4,3,4,3,3,2,4,3,4,4,3,2,3,2,2,2,4,4,3,4,1,4,1,4,4,3,4,2,3,3,4,2,4,3,3,4,4,3,4,3,3,3,4,2,4,3,7486,2234,1643,768,920,1889,897,1882,2955,2672,552,1238,628,2959,4496,252297,1464,2809,798,1240,821,2392,2629,1089,2609,1463,2807,1775,3029,4817,2728,2712,2344,1209,4073,5290,921,1023,1473,2863,2968,2009,2164,4391,1031,3638,1519,1912,2777,1345,"2016-03-03 05:50:00",1920,1080,5,365,7,1,"US","48.1191","-96.1812"
"229",3,3,2,3,3,2,5,5,3,4,3,4,4,2,4,4,1,1,3,5,2,2,3,5,2,4,2,4,3,5,1,2,3,2,1,5,3,4,2,2,4,2,4,1,5,1,5,4,5,3,6195,7280,3329,3954,4926,4481,4155,7107,3084,2611,5197,3412,3341,1243,5319,1101,6335,5006,4713,2583,5148,6421,4969,2919,3476,5051,3985,3735,5318,5581,3386,7977,6069,7904,3327,10092,2599,13167,2687,23009,3048,3464,2614,3688,4381,1858,1774,1919,8454,4857,"2016-03-03 05:50:25",1366,768,63,250,16,1,"DK","56.1534","10.2255"
"230",1,4,3,5,1,2,2,4,2,4,5,2,4,2,2,3,3,3,3,4,1,4,1,5,2,4,2,4,5,4,4,3,4,2,3,4,5,3,4,4,3,2,4,1,3,2,5,3,5,3,18793,4179,4606,3825,2363,8744,5657,3024,4404,4332,2417,4553,4717,2289,2755,3543,5553,4238,7234,2549,53640,3035,2893,7689,10100,3093,3844,4129,5447,3684,7410,6255,3703,5527,5764,4430,3588,2381,2188,4612,6075,4055,2087,3846,10498,4534,6399,2426,2976,5494,"2016-03-03 05:51:22",1920,1080,6,294,90,8,"US","35.3859","-94.3986"
"231",0,3,2,4,3,2,2,4,2,4,4,4,5,2,4,2,4,4,2,3,2,4,2,4,2,5,2,4,4,2,4,5,5,3,1,5,2,2,4,4,4,3,5,2,4,2,4,5,5,4,0,3928,5147,3483,3885,2883,6564,2721,3346,2836,2725,6516,2248,2337,4215,8838,5465,3987,2885,4204,8452,4169,5037,1910,3785,4265,3751,1687,1941,4054,6982,2653,3588,1921,2382,5474,4426,4220,3917,3697,2539,3080,2266,4381,1813,3961,1145,3907,3327,2433,"2016-03-03 05:52:41",1440,900,4,187,6,1,"GB","51.5","-0.13"
"232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3777,NA,NA,2619,NA,NA,NA,NA,3722,NA,4334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13335,NA,NA,NA,NA,NA,NA,10716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"233",2,2,3,3,4,2,4,3,3,5,1,4,1,2,3,1,2,2,2,2,3,4,2,3,2,2,2,4,2,4,2,4,2,4,2,5,2,4,1,2,4,3,4,2,3,2,3,4,5,3,2510,1689,1459,1202,1902,4504,1798,2049,5243,4333,786,2442,3410,2169,2544,1688,1259,1138,2012,2663,1948,1588,1585,2560,3584,936,2319,4056,1783,1581,2860,1467,1150,1512,1439,4601,1272,644,1183,1606,1105,1550,1662,1357,1623,1469,1840,1398,3218,719,"2016-03-03 05:55:26",1280,800,20,104,5,1,"GB","51.5142","-0.0931"
"234",3,3,4,5,3,1,1,5,2,5,3,3,5,1,1,2,3,4,1,3,1,5,1,5,1,5,1,5,5,3,3,2,5,2,1,4,2,1,3,5,4,1,5,1,3,1,5,3,5,5,10260,6620,9797,2551,6507,3571,3803,6651,6344,3360,7063,5640,1915,2973,2801,9145,8009,11783,2859,4333,2951,6197,3281,2232,5832,1656,4119,1973,2436,4920,3907,11365,3821,3831,2021,11636,6632,2849,5189,3436,3117,1992,1405,2618,6497,1010,2311,6632,2291,1607,"2016-03-03 05:55:33",1366,768,7,238,10,1,"MY","3.0383","101.7094"
"235",4,2,5,2,5,2,3,1,5,1,2,4,2,2,3,2,3,2,1,1,1,5,1,4,1,4,1,2,4,5,5,2,5,1,4,1,5,2,4,4,4,2,5,2,3,1,3,2,3,4,4434,2736,10480,4304,6024,3360,7952,5039,4096,2248,5792,5727,2720,4584,2584,2631,3543,2128,2328,1856,3440,3200,2208,6992,4648,4296,2047,3553,2504,2536,2432,5864,3208,2880,3127,4281,1832,2095,1464,2720,3216,3976,3576,4296,3288,7160,3969,3984,4280,1528,"2016-03-03 05:55:53",1152,864,9,191,15,6,"US","43.0079","-71.495"
"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5768,NA,NA,3434,NA,NA,NA,NA,6048,NA,6583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2715,NA,NA,NA,NA,NA,NA,6299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
"237",1,4,1,3,5,1,2,2,3,4,2,4,3,4,1,1,1,1,1,1,2,5,1,5,1,2,1,5,4,5,3,2,5,2,2,4,4,3,2,5,5,1,5,1,4,1,5,3,4,5,6484,3009,3894,3895,3145,2656,3335,5613,2536,2595,3478,3581,1755,4803,4858,3223,2710,2492,3102,4990,7918,3648,1555,3357,2752,5513,2706,2471,3202,2554,2297,3648,2107,3702,2810,6111,2965,4014,5560,5623,2935,4649,2650,3170,2008,2737,1981,2426,4011,1477,"2016-03-03 06:00:47",1280,800,2,176,5,1,"MX","19.2994","-99.2544"
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3717,NA,NA,3614,NA,NA,NA,NA,3128,NA,2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2996,NA,NA,NA,NA,NA,NA,3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
"239",3,1,4,2,4,2,2,5,1,2,2,4,4,4,2,1,2,2,2,1,1,4,4,4,1,2,1,3,3,2,4,2,4,2,4,1,4,2,3,3,5,1,5,1,3,1,4,3,4,3,3218,2119,1776,2256,1808,2212,3575,2568,2480,2088,3166,2304,3991,2424,2736,1657,1560,4961,1768,1480,2853,2848,3520,8064,2904,2400,2567,4720,3008,2088,4473,2824,4872,2247,2048,4008,3288,1792,2304,2832,1889,2936,920,1672,2083,1408,3400,3542,3720,4152,"2016-03-03 06:06:39",1920,1080,6,142,4,1,"IE","53.3478","-6.2597"
"240",1,3,3,3,3,1,3,5,0,3,0,3,3,3,3,3,1,1,1,1,1,5,3,4,1,5,1,5,4,3,5,3,5,1,3,3,3,1,3,3,3,1,5,1,5,1,5,3,5,5,7359,3338,1745,3328,7345,4842,2981,8169,0,6236,0,2428,8072,1859,2427,1207,7322,10213,2720,1947,2644,2145,2026,4965,3846,2933,8269,6628,6799,3240,1677,3474,4424,5880,7040,5102,11843,3970,4696,7935,4497,3671,1689,2649,3956,3462,2833,4994,3450,1872,"2016-03-03 06:07:25",1280,800,19,220,7,1,"AU","-27.0","133.0"
"241",4,2,4,3,4,3,4,3,4,3,4,4,5,2,4,4,4,4,3,4,1,4,1,5,2,5,2,4,5,5,2,4,4,5,1,5,3,5,2,5,3,1,5,1,5,1,5,2,5,5,6943,2968,2968,2120,2208,2075,3008,4240,3952,3209,3880,3440,3008,3392,4256,1624,2176,2736,4015,2104,4007,5944,4048,2952,3048,3080,3224,4280,2135,2559,3128,4048,3520,2824,3360,6792,3880,16680,2849,4328,3264,3304,2496,2960,6277,2352,3104,2528,3576,5304,"2016-03-03 06:09:08",1920,1080,9,187,12,1,"NL","52.0938","5.1191"
"242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4868,NA,NA,2940,NA,NA,NA,NA,2751,NA,3946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5825,NA,NA,NA,NA,NA,NA,1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"243",4,1,5,4,5,2,2,4,3,2,3,3,3,5,2,4,4,3,4,2,2,4,4,4,1,4,2,2,4,4,2,4,3,4,2,4,4,1,3,0,2,2,5,3,3,2,4,3,3,3,13978,2416,6118,1766,4567,2516,4601,1666,2434,2117,2367,2683,2500,3667,2402,3017,1765,2617,2184,24468,4665,2552,3149,2200,2565,2183,6300,3150,2018,4283,3035,2899,2184,5083,3284,4050,3702,32334,1282,0,2082,3733,1951,2416,1199,4366,3683,3266,2882,1899,"2016-03-03 06:10:14",1440,900,9,210,18,1,"IN","22.5697","88.3697"
"244",2,2,4,3,4,3,2,2,3,3,4,2,4,2,4,3,3,2,2,2,1,4,2,4,2,3,2,2,4,3,4,4,4,2,3,3,4,2,3,4,3,2,4,3,2,2,4,3,5,2,4816,2104,1721,3488,4489,3459,2296,3384,4232,3856,1520,1960,1465,1864,2327,2016,1856,1376,1816,1256,2011,2208,1400,1728,1696,2199,1616,2056,1809,3207,2424,2783,1304,2799,2695,5138,1912,2167,2136,1400,1937,2431,1952,1912,2856,1439,3561,1936,2631,2009,"2016-03-03 06:10:39",1680,1050,258,119,5,6,"GB","51.5142","-0.0931"
"245",3,2,4,2,3,3,3,3,4,3,1,4,2,5,1,1,1,1,1,1,1,4,1,4,2,2,2,1,2,4,4,2,4,1,4,3,5,1,4,4,2,2,4,1,4,2,4,1,2,4,7315,71892,3465,11515,13437,3435,8202,5549,7585,6186,7449,12284,8365,6850,3218,9732,4165,2796,3339,1850,11686,5783,7247,12782,14449,3931,5619,6535,11464,3786,12904,13483,6800,3702,13218,11680,4732,3166,4601,7796,16649,15235,3653,6544,5448,6232,5501,7134,12723,6431,"2016-03-03 06:10:45",1920,1080,11,451,38,3,"US","39.7525","-104.9995"
"246",4,4,5,4,4,2,5,4,3,2,3,2,5,2,4,3,4,1,2,4,5,5,1,5,1,5,1,5,5,5,4,3,5,1,5,1,5,2,5,4,2,1,4,3,5,1,3,1,5,4,12417,3737,21426,5527,4732,3777,2712,3522,6236,2835,4346,7036,2509,6506,2079,2687,3036,2637,1521,4418,2044,6813,1776,1316,2638,2050,1673,4682,1969,3182,1690,9594,1792,2938,3407,3143,2190,4024,1625,3132,3835,3233,23833,1963,2761,1978,7174,2057,7641,2241,"2016-03-03 06:11:02",1366,768,7,224,14,2,"IN","20.0","77.0"
"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2851,NA,NA,3732,NA,NA,NA,NA,3233,NA,3549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3418,NA,NA,NA,NA,NA,NA,2450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"248",4,1,4,3,1,4,1,3,3,5,4,3,5,4,5,3,2,1,4,2,5,5,1,4,1,4,2,5,4,3,3,3,5,5,3,3,3,4,4,3,2,2,4,2,1,2,2,2,3,3,7288,2016,2576,2976,2344,102063,5537,3168,3280,4384,7352,5024,1440,6472,2376,2696,4832,3048,1936,2616,3656,2736,2320,4448,6608,3896,4111,3568,3008,3408,2408,4088,5416,3992,3368,7120,2408,3064,8232,5544,696,2992,1664,3040,2296,11672,5928,2608,2568,2312,"2016-03-03 06:11:54",1366,768,14,293,19,27,"IE","53.3881","-6.3756"
"249",2,4,2,4,2,3,1,4,4,5,4,1,5,1,2,3,2,2,1,4,2,3,3,4,1,3,2,3,5,3,2,4,4,4,1,4,2,3,3,3,4,1,4,1,2,1,4,3,5,3,8867,5853,2384,2402,2967,2899,2663,2767,2901,2032,1952,2516,733,1318,2034,5048,8451,2483,1550,2149,3365,6381,3282,1914,7383,1502,3068,4601,1581,3234,1517,3401,7769,4183,2199,9518,1682,6733,2135,4203,3133,4484,5000,3835,3600,2104,2317,1902,2483,2618,"2016-03-03 06:12:10",375,667,7,176,10,1,"US","38.0","-97.0"
"250",1,5,3,4,2,2,1,5,1,5,4,3,4,2,3,4,3,4,4,4,2,5,4,4,1,3,2,5,3,3,3,1,5,2,2,1,5,3,2,4,4,1,1,1,2,5,5,4,5,2,7867,5983,6783,3835,3718,4234,4217,4319,3666,3849,3170,4016,4616,18135,3601,5383,5860,3150,3100,9417,5245,3567,3583,5661,3434,32984,4881,1133,28718,3450,7203,8100,3917,5272,14866,7232,2892,22882,3099,18384,4980,4234,5249,3565,3599,3066,3449,4184,21751,2883,"2016-03-03 06:12:27",320,568,59,357,15,1,"DE","51.0","9.0"
"251",3,2,5,2,4,2,4,3,3,2,1,4,2,5,2,1,2,1,2,1,4,4,2,4,2,3,4,4,4,4,0,1,5,1,4,1,4,2,4,4,4,2,2,2,4,4,5,3,3,4,5999,2817,1133,1502,1068,1867,3435,5902,2950,2080,2400,1564,1988,1884,3701,1350,884,1363,4651,1267,1266,1553,1600,2033,3850,2201,1417,1585,2987,1665,0,3769,1767,1934,1017,3352,2451,1437,1264,1868,1435,4919,2213,3368,1300,4484,1750,1585,2807,1668,"2016-03-03 06:13:21",2560,1440,2,116,10,1,"AE","24.0","54.0"
"252",3,3,4,4,3,2,2,3,2,5,4,3,2,5,2,2,1,1,4,1,1,4,2,3,1,5,2,5,4,3,4,5,4,1,1,4,3,1,3,4,5,3,4,1,5,2,4,5,3,4,5430,5264,5611,3750,4795,5301,5973,5168,8846,3678,4007,4215,4173,4012,9987,4734,3830,4290,3599,3013,4571,3532,4140,4116,6701,4751,3674,5015,7330,5251,1145,3723,4021,3698,1239,5985,4016,3629,4669,3709,7952,5739,3508,48508,3379,8471,3578,3446,5356,3175,"2016-03-03 06:13:29",1442,2562,23,280,12,1,"US","38.0","-97.0"
"253",1,5,3,5,1,5,1,5,2,5,3,3,5,3,2,2,2,2,4,4,2,3,3,4,3,4,4,3,3,3,3,2,4,3,1,1,4,1,2,3,3,2,4,4,3,2,3,2,4,3,5182,932,7103,2450,3288,1495,3547,2051,4474,1566,2727,5293,1339,2768,3505,3455,5682,1928,1348,2014,2854,2079,3761,3404,2516,2918,4884,4831,2716,3966,2705,5467,3353,3491,2065,4737,4569,4563,2401,3149,3989,3087,2413,1924,2012,2779,1418,976,5245,816,"2016-03-03 06:13:58",1366,768,30,158,12,1,"AU","-27.4846","153.0201"
"254",1,3,4,4,3,3,1,3,2,5,5,2,5,3,5,5,5,5,5,5,3,3,4,2,4,3,2,2,2,1,2,5,1,4,1,4,5,4,4,2,3,1,2,2,1,4,1,4,3,1,7530,1838,4097,1772,6802,2390,3693,2022,3081,3162,1500,2365,851,9524,1461,2400,4312,1520,2349,1328,3041,1569,6712,13758,6968,4223,2896,3290,2318,825,2545,2753,1343,2410,2894,4652,883,3474,2092,3918,2008,5775,5202,908,3722,2596,3256,2102,3138,6576,"2016-03-03 06:13:58",403,671,9,175,7,1,"GB","51.5","-0.13"
"255",2,2,4,2,4,2,4,2,2,4,2,4,4,2,2,2,2,2,2,2,2,4,4,5,1,4,2,4,4,4,1,4,2,5,1,5,2,3,1,2,2,2,4,2,3,2,2,2,4,4,21547,2251,1054,2355,2842,2216,2204,1234,1385,4369,1618,1117,2405,1799,2148,2468,1250,1740,2004,2838,3474,1967,3185,1634,4228,1804,2097,1820,2204,3053,1351,2254,4731,2132,1369,2598,3006,2202,2698,4582,1784,1348,699,2217,2039,1316,3011,1430,5667,1701,"2016-03-03 06:14:43",375,667,4,139,11,1,"GB","52.5222","0.3923"
"256",2,3,3,4,4,3,3,4,4,3,4,3,5,2,3,4,4,0,4,4,2,4,3,4,2,4,2,3,4,3,3,2,3,2,3,2,4,2,4,3,3,3,4,3,2,2,3,2,4,3,5470,1624,3248,2720,1416,7281,3256,1793,5135,4297,1760,1040,10800,2335,11968,5296,1056,0,1856,1528,1302,1576,8800,1920,2968,2111,1840,2904,1872,2319,1872,4496,5288,3552,1344,3017,1160,2639,3888,12055,1896,2088,1200,2001,4287,2999,2464,5177,1512,1800,"2016-03-03 06:14:45",1366,768,139,168,11,2,"BN","4.8833","114.9333"
"257",1,1,5,3,5,1,1,5,3,3,1,5,1,3,3,1,1,1,1,3,1,5,1,5,1,5,3,5,5,5,1,3,5,1,3,3,3,1,3,5,3,1,5,3,3,1,5,1,5,3,15275,4265,8954,3358,3962,2513,6934,9009,18202,15387,2757,3050,7599,3106,10720,7898,3182,4800,4658,3490,8220,13072,2335,3653,2766,5625,5969,3646,4039,4233,1349,8958,3316,7576,2940,6629,4893,33854,2844,6913,6635,3846,3301,3126,5996,2795,5331,6397,4322,2028,"2016-03-03 06:15:22",768,1024,5,339,19,1,"FR","43.3","5.4"
"258",1,5,2,5,2,5,1,5,1,5,3,2,5,2,4,3,3,2,5,3,3,1,4,2,2,5,2,3,3,4,4,3,5,3,3,4,4,4,4,4,5,2,5,1,4,1,4,5,5,5,3555,1380,2352,2081,1279,2000,1697,1613,1567,1150,6049,6113,1931,2221,2831,2102,1136,2400,1360,2223,2513,2505,1823,2054,2320,1348,2285,1605,1361,1409,2861,2000,1620,1600,2679,598929,1375,2156,1340,1536,1440,1470,928,2540,7306,2315,1152,817,3535,689,"2016-03-03 06:15:44",768,1024,4,706,7,3,"US","38.0","-97.0"
"259",3,1,4,4,4,2,3,5,4,5,3,4,3,1,2,2,4,3,4,2,4,4,4,5,3,3,2,5,4,4,5,2,4,2,3,2,4,1,3,3,3,3,5,2,4,1,4,3,5,3,3396,6517,922,2524,1396,2150,2675,2572,2383,3901,6418,1724,2565,2960,1526,3085,1737,1044,2838,4511,2615,2206,1185,2642,6427,1798,2665,3784,3465,2738,2176,3524,2500,1787,3123,3677,1631,10548,1145,635,2234,5594,1211,2992,1658,2332,1925,2940,1695,1866,"2016-03-03 06:15:48",1280,1024,4,142,9,2,"US","42.8864","-78.8784"
"260",3,5,4,4,3,2,2,4,3,4,3,3,5,2,3,2,4,4,3,3,1,5,3,5,5,4,1,4,4,3,4,2,5,2,4,1,5,1,4,5,3,2,4,2,3,1,4,2,4,4,4793,5705,2477,4202,2066,3430,4654,6553,3756,2459,3274,2634,1770,2069,2629,8199,6122,3017,2046,2403,2832,1784,3593,1464,4206,3127,3358,2050,2059,4778,4808,5190,1036,3242,2448,6030,2557,3428,2368,2879,2805,3952,3053,4143,1950,2095,2099,2719,5392,2963,"2016-03-03 06:15:56",1920,1080,35,170,18,1,"US","34.9249","-81.0251"
"261",4,2,5,3,5,2,4,4,3,4,5,5,5,4,2,1,1,1,3,2,1,5,2,5,1,5,1,4,5,4,5,2,5,2,3,3,5,1,5,5,3,2,5,2,5,1,5,3,4,5,5105,4088,15508,3030,1807,3055,2723,5337,5732,1808,1661,4839,2095,5689,2940,5166,2896,8627,4082,1329,1687,2451,1727,2454,3072,1698,5383,4992,4328,2932,2163,3142,3328,2512,3488,3676,1710,4062,1983,4206,2686,6862,2063,4894,2200,2467,4609,3930,2731,1904,"2016-03-03 06:17:24",768,1024,2,184,6,1,"US","41.2587","-80.8298"
"262",3,2,4,2,4,0,3,2,4,2,4,2,5,2,5,5,4,4,4,4,1,4,2,5,2,2,2,4,5,4,4,2,5,2,2,5,5,2,4,5,4,5,5,4,3,1,2,4,5,4,15741,9947,11587,5729,4471,0,11418,1666,4353,1566,3763,8008,2091,5533,7683,5485,4623,4462,2846,7708,5413,4952,1980,3417,10913,4167,8049,10501,3230,15476,4753,6228,2752,7583,23369,3894,3685,10053,9995,5725,3036,9729,1732,9333,7787,6035,7098,6180,3129,3346,"2016-03-03 06:18:20",768,1024,92,326,16,1,"CA","52.36","-114.3736"
"263",2,4,3,4,2,2,2,4,2,4,3,3,4,3,2,4,4,2,4,3,2,4,1,4,2,2,2,4,4,4,4,2,4,2,3,2,4,2,4,4,4,3,4,3,3,2,4,4,4,4,25618,1652,2549,1427,4124,3028,2579,1249,1435,1249,3613,2958,1808,1875,6270,3233,2842,2560,1260,1132,6759,1699,2461,1358,1444,4845,2832,1298,2754,1838,4669,3029,2823,3233,3879,7639,2061,1592,1515,2345,3116,1661,1328,5069,3370,2033,1094,4504,1523,25310,"2016-03-03 06:21:45",1366,768,9,183,7,1,"GB","52.8167","-1.1667"
